length_title,length_description,category,caption,licensedContent,privacyStatus,view_count,like_count,comment_count,channel_view_count,channel_sub_count,channel_video_count,channel_country,days_online,published_month,duration_sec
95,731,People & Blogs,False,True,public,17113156,238870,9096,7776513173,25200000,1168,US,326,3,1074
76,2954,Travel & Events,False,True,public,788762,17468,762,2576044718,10300000,1378,US,9,1,2530
82,1534,People & Blogs,True,True,public,640804,11419,307,1841575948,6470000,1583,US,411,12,970
29,525,Entertainment,False,True,public,175032456,8051681,27765,13007395622,22300000,1205,JP,256,5,47
80,335,Travel & Events,False,True,public,31444414,364234,9916,3223635588,7580000,1103,KR,660,4,959
54,689,People & Blogs,False,True,public,10891429,106912,1671,7776513173,25200000,1168,US,311,3,945
96,2640,Travel & Events,True,True,public,3383655,34476,1130,48165685,228000,100,IT,574,6,1272
27,198,People & Blogs,False,True,public,1850083,194676,2351,4692879166,4870000,2293,US,922,7,60
56,630,Music,False,True,public,10068096,296472,7414,19417331,170000,158,DE,2480,4,168
58,422,Music,True,True,public,1333632,15761,605,19417331,170000,158,DE,4007,1,128
43,510,Music,False,True,public,5358591,206095,6416,8393903,55500,31,FR,3683,12,221
53,479,Music,False,True,public,843790,35455,1073,19417331,170000,158,DE,1195,10,88
37,553,Music,False,True,public,720554,11849,355,102877874,171000,424,HU,1514,11,141
26,652,Comedy,False,True,public,1017729,63290,1726,1141724392,4660000,317,US,372,1,264
53,465,Music,False,False,public,39,1,0,323114,799,194,CO,3,1,79
25,237,Music,False,True,public,1859309,50822,1025,13042141,130000,91,FR,1598,9,118
57,389,Music,False,True,public,14399994,106484,3834,102877874,171000,424,HU,3272,2,238
26,258,Comedy,False,True,public,6810182,533416,2303,1141724392,4660000,317,US,258,5,46
50,363,Music,False,False,public,436037,13188,494,594956,2340,29,GB,1987,8,157
52,1927,Music,False,True,public,13834963,420286,20851,541180638,2520000,463,US,1710,5,1431
34,461,Music,False,False,public,132132,3569,129,244326,3060,99,US,1356,5,361
73,0,Comedy,False,False,public,1831122,55977,484,17015194405,31400000,9508,US,706,2,22
53,629,Music,False,False,public,12066,633,36,2040015,8230,55,DE,718,2,333
29,3448,Science & Technology,False,True,public,458566,9855,518,287649938,1890000,453,DE,2261,11,511
36,2731,Education,False,True,public,123588,2264,57,22413061,98300,1265,RS,879,8,2546
41,262,Music,False,True,public,523415,21622,643,8393903,55500,31,FR,1321,6,261
50,53,Music,False,False,public,1711779,62691,1926,2040015,8230,55,DE,2546,1,294
45,500,Music,False,True,public,1802,248,11,19417331,170000,158,DE,6,1,81
53,4577,Howto & Style,True,True,public,4160367,129510,5329,104893625,988000,303,US,1608,8,402
54,3169,Science & Technology,False,True,public,371414,12373,2022,104893625,988000,303,US,313,3,38
51,159,News & Politics,True,True,public,676403,3304,218,545298551,728000,22044,US,459,10,62
28,0,Education,False,True,public,9153236,562419,7250,508508393,1110000,419,US,597,6,44
70,4369,Education,True,True,public,100411,2197,372,104893625,988000,303,US,564,7,990
44,4511,Science & Technology,True,True,public,581120,11708,1224,104893625,988000,303,US,1276,7,391
48,3887,Science & Technology,False,True,public,3809745,124813,3946,104893625,988000,303,US,416,12,51
58,4423,Howto & Style,True,True,public,3105726,68987,5278,104893625,988000,303,US,1615,8,409
38,3907,Science & Technology,True,True,public,1209797,28295,3508,104893625,988000,303,US,1335,5,527
46,4486,Education,True,True,public,144338,3523,655,104893625,988000,303,US,1034,3,634
43,3497,Education,True,True,public,99264,3502,494,104893625,988000,303,US,592,6,508
59,1023,Education,True,True,public,509999,12045,715,1479352,8980,13,AU,1335,5,419
59,4231,Science & Technology,True,True,public,398004,8526,1336,104893625,988000,303,US,1790,2,725
54,4539,Howto & Style,True,True,public,785000,23154,1194,104893625,988000,303,US,1623,8,605
47,4889,Science & Technology,True,True,public,545730,8889,1336,104893625,988000,303,US,1090,1,436
49,189,People & Blogs,False,False,public,429276,3676,159,11991021,12800,192,IN,1591,9,111
72,974,Education,False,True,public,22787,540,46,1685245,28300,217,BD,750,1,844
37,585,Howto & Style,False,False,public,612847,14431,1351,2670845,3830,147,US,527,8,22
24,317,Science & Technology,False,False,public,62957,272,28,1931050,3130,729,US,5302,7,188
68,550,Education,True,True,public,2263423,44822,2069,11726331,80600,115,AU,1308,6,414
53,497,People & Blogs,False,False,public,59727,1094,10,316024,1460,52,US,260,5,32
45,149,Film & Animation,True,False,public,94337,514,30,4325856,11300,134,GB,3429,9,255
52,1652,Science & Technology,False,True,public,3199966,66027,7853,7549990883,15500000,6718,CA,2064,5,517
35,121,Science & Technology,False,True,public,52517,310,50,10226598,13800,1782,US,551,7,649
57,428,Science & Technology,False,True,public,83999,567,122,5152081,20400,643,US,203,7,490
45,1564,Science & Technology,False,True,public,130679,2745,274,284386567,1080000,1772,GB,214,6,725
36,83,People & Blogs,False,False,public,23922,430,106,195334,1080,491,US,951,6,397
46,1472,Science & Technology,False,True,public,288682,696,155,119689984,329000,1905,US,4447,11,635
58,626,Science & Technology,False,True,public,100649,847,114,3263177,7610,260,GB,786,11,294
55,1151,Science & Technology,False,True,public,538836,5274,551,284386567,1080000,1772,GB,1322,6,506
37,582,Science & Technology,False,True,public,206726,1244,436,435912782,1300000,755,US,4450,11,763
45,655,Science & Technology,False,True,public,851071,3343,961,435912782,1300000,755,US,4146,9,1254
71,2060,Science & Technology,True,True,public,38274,606,75,98680974,311000,826,US,192,7,741
43,0,People & Blogs,False,False,public,212384,6553,141,53357901,88200,148,US,221,6,59
50,764,Science & Technology,False,True,public,8370,129,17,62076124,136000,3401,CA,410,12,619
44,990,Science & Technology,False,True,public,135981,1462,100,20712009,82300,208,CA,1194,10,253
44,592,Science & Technology,False,True,public,139886,2312,205,773827010,1820000,7866,US,932,7,594
59,1046,Science & Technology,False,True,public,4475,76,7,41821556,118000,1183,US,339,2,514
29,308,Science & Technology,False,True,public,2352794,74393,3036,358879104,1580000,419,AU,325,3,713
67,2578,Science & Technology,True,True,public,3380543,123222,5762,7549990883,15500000,6718,CA,691,3,612
54,528,Science & Technology,False,True,public,224088,4429,283,521211220,3250000,1175,US,221,6,488
40,1042,Music,False,True,public,16760784,39061,1017,1614868697,2430000,3311,PH,1156,11,371
27,2180,Entertainment,False,False,public,16951021,33978,219,994746503,1700000,802,PH,2112,4,362
26,1583,Music,False,False,public,1252327,5582,102,202143707,500000,321,TN,422,11,364
62,878,Music,False,True,public,10335929,79135,6675,70072086,254000,304,US,6024,7,138
23,0,Entertainment,False,True,public,11767431,960248,5991,4544730928,5910000,845,US,65,11,60
39,2491,Music,False,True,public,672909,1370,20,7393921074,11600000,4192,GB,239,5,376
29,455,Comedy,False,True,public,5494296,459052,1769,1244508393,1210000,513,US,406,12,49
35,967,People & Blogs,False,True,public,71587,3405,996,42406364,119000,662,US,3,1,981
43,1973,Education,True,True,public,1483269,70495,4093,238780952,2130000,270,US,390,12,1294
31,388,Gaming,False,True,public,4963477,399400,1640,1988848648,5620000,1741,US,286,4,26
37,1380,Entertainment,True,True,public,2008378,40076,1819,3902712656,10900000,3818,US,1251,8,4135
8,733,Entertainment,False,True,public,2114508,137888,1164,8647934702,14500000,2242,FR,4,1,12
83,3099,Sports,False,True,public,121370,283,21,90583243,216000,459,US,2,1,2082
88,3100,Sports,False,True,public,116163,234,30,90583243,216000,459,US,1,1,1958
74,0,Comedy,False,False,public,604695,45480,186,130085347,196000,261,US,17,1,28
80,0,Comedy,False,False,public,1012275,68771,245,130085347,196000,261,US,16,1,34
98,98,Sports,False,False,public,76937,215,60,54561620,131000,1563,US,1,1,353
73,0,Comedy,False,False,public,2679436,108913,447,130085347,196000,261,US,40,12,30
54,1453,Music,False,True,public,7407103,127497,5974,96536988,128000,1316,US,3517,6,283
85,0,Comedy,False,False,public,181953,16046,57,130085347,196000,261,US,1,1,26
91,0,Comedy,False,False,public,2551624,114904,569,130085347,196000,261,US,32,12,34
48,446,Sports,True,True,public,2964751,39355,2073,8612593,19200,670,GB,3055,9,79
70,0,Comedy,False,False,public,1979376,90190,440,130085347,196000,261,US,62,11,26
55,0,Sports,False,True,public,8265413,502759,12002,571045228,575000,618,DE,341,2,60
63,1184,Music,False,True,public,916456,17851,1264,96536988,128000,1316,US,1591,9,2458
73,477,News & Politics,False,True,public,46632,89,14,718893763,645000,74342,US,1,1,1130
98,98,Sports,False,False,public,48588,163,50,54561620,131000,1563,US,1,1,421
98,98,Sports,False,False,public,71997,286,90,54561620,131000,1563,US,1,1,383
73,0,Sports,False,False,public,73560,2252,44,53355400,89400,1037,US,5,1,15
83,978,Music,False,True,public,1416756,34741,2052,4817384,31300,5,US,1825,1,254
27,366,Music,False,False,public,2771993,44889,1016,4381689,6070,187,DE,2946,12,208
31,151,Film & Animation,False,True,public,38975911,1860926,5223,4030720266,7480000,479,UG,282,4,19
48,1102,Music,False,False,public,2877539,64714,1812,39338291,291000,141,US,3568,4,213
46,1606,Entertainment,False,True,public,8229738,688176,9883,8115495211,7680000,998,US,361,1,47
30,1756,Entertainment,False,True,public,322078,13828,339,479789448,2430000,1095,US,247,5,1088
49,494,29,True,True,public,229268,22542,898,21137787,435000,115,US,8,1,639
52,738,Gaming,False,False,public,318,8,0,75762,313,24,IN,3,1,667
39,540,Film & Animation,False,True,public,29533428,1522763,11108,3901462337,6270000,1508,CA,313,3,19
44,1923,Science & Technology,False,True,public,6114524,74148,4089,11375102,99400,45,UA,317,3,1977
47,95,Music,False,True,public,86660,1951,69,15948857,42900,50,MX,52,12,274
27,449,Gaming,True,True,public,5603296,343198,1151,1644737273,8020000,515,US,358,1,34
43,26,Gaming,False,True,public,3370907,195450,1518,69520467,205000,247,US,228,6,57
46,3832,Education,False,True,public,1124933,33147,1688,139481336,855000,903,US,2442,5,1550
53,419,People & Blogs,False,True,public,502805,37404,2726,230074735,1390000,374,IN,3,1,1477
29,23,Gaming,False,True,public,2070519,10713,136,987999917,2040000,1470,GB,484,9,109
30,44,Gaming,False,True,public,26096951,1718038,5882,3261382282,6180000,1824,NZ,452,10,56
26,2099,Entertainment,False,False,public,381640405,3406814,53185,2360424894,2810000,2001,US,1337,5,247
58,170,Music,False,True,public,6920322,42336,772,198642137,297000,570,BG,386,12,274
53,339,Music,False,False,public,83597438,697884,10873,84041954,227000,76,GR,2187,1,159
63,1160,Entertainment,False,False,public,3958671,24944,2845,13280218019,15800000,10861,US,3770,9,94
61,859,Gaming,False,True,public,3729,303,36,7906823,44700,378,DE,1,1,2301
35,0,Gaming,False,False,public,52,3,0,65362,218,183,RU,1,1,6706
40,1617,Education,False,False,public,5569050,322415,2666,75106172,197000,36,US,440,11,43
49,2407,Gaming,False,False,public,33075392,476986,3982,39093122,134000,58,US,1515,11,223
39,170,Film & Animation,False,False,public,16609821,183698,1891,16752473,38900,11,SE,1993,8,218
54,454,Entertainment,False,True,public,936600,41866,1777,5113691717,5230000,7794,DE,1528,11,1024
54,695,Entertainment,False,True,public,3997844,16593,785,123898825,91700,356,RS,3632,2,215
62,602,Gaming,False,True,public,3450502,145227,7039,50126005,261000,163,US,85,10,112
43,2460,Gaming,True,True,public,407813,3758,219,7837114,16500,53,BR,318,3,649
35,638,Gaming,False,True,public,400905,9240,1161,674995861,1570000,4656,GB,217,6,750
61,1092,Gaming,False,True,public,450346,4044,204,201836749,419000,4029,US,630,5,35777
57,818,Gaming,False,True,public,36964,1625,72,7906823,44700,378,DE,5,1,3141
86,135,People & Blogs,False,False,public,31348829,291158,2887,78345789,122000,22,IN,2523,2,230
39,0,Gaming,False,True,public,616180,19299,488,258906761,886000,2065,GB,405,12,15
98,2976,Gaming,False,True,public,3411,208,26,1429562505,2710000,5420,US,1,1,51975
60,2467,Science & Technology,False,True,public,194992,1434,159,27064520,64300,341,US,304,3,565
71,755,News & Politics,False,True,public,1104478,22474,1487,1757911374,4940000,27188,US,1031,3,331
29,1714,Science & Technology,False,True,public,157170,817,67,79376323,190000,1043,US,391,12,601
37,549,Comedy,True,True,public,2114755,151576,6254,1062159247,4160000,127,US,638,4,388
20,1004,Howto & Style,False,True,public,11653482,236228,15002,3786314770,17500000,606,AU,1066,2,161
21,0,Science & Technology,False,True,public,988689,66736,606,664572207,827000,2984,US,311,3,30
97,334,Science & Technology,False,False,public,650742,23180,309,5847032,22400,666,HK,254,5,10
54,2378,Entertainment,False,True,public,5769,580,85,211292539,1030000,303,US,1,1,716
35,285,Gaming,False,False,public,364,30,8,62772,802,43,CA,1,1,467
70,1385,Science & Technology,True,True,public,916786,12821,469,718199232,3340000,3991,IN,352,2,749
26,432,Science & Technology,True,True,public,1995640,9477,216,20451946,19500,108,GB,2197,1,105
39,555,People & Blogs,True,False,public,67990,1049,33,192573553,479000,3147,US,978,5,272
57,500,Education,False,True,public,4048146,88838,2061,992701907,6550000,235,IN,634,4,685
40,262,Science & Technology,False,True,public,1743391,95758,451,887914209,3140000,1215,IN,329,2,43
32,32,Science & Technology,False,False,public,13507784,355780,1745,212829722,412000,635,US,381,1,21
57,1161,Science & Technology,False,True,public,492847,5502,601,105053935,242000,1137,US,705,2,592
38,2639,Science & Technology,False,True,public,792808,28976,456,10447048,104000,525,US,378,1,398
41,0,Entertainment,False,True,public,11960562,734896,9278,5878904944,11000000,715,GB,507,9,26
60,0,Film & Animation,True,True,public,911405,13526,354,23617683,144000,19,KR,873,8,291
100,1813,People & Blogs,False,True,public,155196,1769,132,2429477,10100,371,PH,681,3,517
61,2573,Science & Technology,False,True,public,71016,552,39,27064520,64300,341,US,315,3,420
55,2283,Science & Technology,False,True,public,353660,2896,92,27064520,64300,341,US,403,12,528
47,0,Entertainment,False,False,public,52718,1183,7,622276,4580,234,PH,308,3,55
22,1365,Science & Technology,False,True,public,30256,1096,117,77964101,302000,276,US,1,1,629
99,418,Education,False,True,public,149065146,124620,0,196176972,320000,9,US,473,10,239
53,2447,Science & Technology,False,True,public,105592,2739,511,359531778,1170000,1489,US,2,1,515
96,1086,Education,False,True,public,23936746,47607,0,196176972,320000,9,US,409,12,1385
57,511,Howto & Style,True,True,public,1704829,102635,20999,1928630780,8360000,1125,US,4,1,721
22,1477,Science & Technology,False,False,public,16721,1380,116,652093023,1330000,3603,IT,1,1,1062
31,2045,Science & Technology,False,True,public,144698,4452,185,77964101,302000,276,US,7,1,551
32,1058,Science & Technology,False,True,public,416195,17219,898,493626769,1850000,936,CA,2,1,487
31,0,Comedy,False,True,public,18590210,1566957,7105,693012616,1190000,400,US,578,6,60
35,2257,Science & Technology,False,True,public,47800,1545,258,359531778,1170000,1489,US,1,1,586
37,766,Science & Technology,False,True,public,10710945,287834,18421,4920994654,17800000,1650,GB,230,6,770
39,1717,Science & Technology,False,True,public,17609,440,124,254780825,713000,2063,US,2,1,368
45,145,Comedy,False,True,public,27561427,1601130,11050,6763598425,11400000,689,IT,914,7,11
49,1206,Entertainment,False,False,public,238739,2503,157,89698700,344000,905,US,1396,3,167
24,1055,Howto & Style,False,True,public,9755,345,46,13761190,40700,425,GB,43,12,597
31,286,People & Blogs,False,True,public,6420,118,13,127318,1530,72,DE,1126,12,636
33,1528,Howto & Style,False,True,public,162817,9099,645,181311071,906000,558,US,224,6,827
61,0,Howto & Style,False,True,public,255091,18588,157,129332527,356000,409,CH,356,1,60
32,0,Howto & Style,False,False,public,47208,832,37,19651315,119000,765,GB,302,3,15
47,1066,Howto & Style,False,True,public,489922,10190,849,181311071,906000,558,US,675,3,738
47,1420,Howto & Style,False,False,public,46493,608,101,584950,2910,68,DE,1297,7,372
33,684,Music,False,True,public,26748178,238015,3497,3116179445,2460000,1196,PL,1254,8,137
75,696,Howto & Style,False,True,public,238221,2309,384,87809041,248000,113,US,674,3,406
34,1047,Howto & Style,False,True,public,55585,539,46,22466549,61100,51,GB,573,6,91
65,1176,Howto & Style,False,True,public,683479,10955,869,181311071,906000,558,US,667,3,821
44,362,Howto & Style,False,True,public,23069,408,20,3616776,5310,693,GB,219,6,48
45,660,Howto & Style,False,True,public,7912,181,25,2963974,13700,366,DE,1196,10,396
59,3543,Sports,True,True,public,4092728,69105,4042,23864672,158000,177,US,1497,12,2153
62,453,Entertainment,False,True,public,260,31,1,8502297,34700,768,MX,2,1,4358
39,577,Gaming,False,True,public,332902,11154,248,439141977,749000,4219,GB,613,5,731
42,0,Sports,False,False,public,2160436,16063,313,3634133,5830,32,FR,3264,2,826
21,372,Sports,False,False,public,254226,3379,233,3251846,5370,19,CZ,1324,6,1514
37,699,Gaming,False,True,public,91978,1251,94,1586583660,2230000,63310,RO,1299,7,682
17,411,Sports,False,False,public,118230,1911,124,3251846,5370,19,CZ,1282,7,271
36,259,People & Blogs,False,False,public,13202,211,7,182131,339,61,AU,1313,6,654
27,516,Gaming,False,True,public,744845,15688,463,439141977,749000,4219,GB,1700,5,1103
44,1246,Sports,False,True,public,222042,966,0,5771280,19000,324,US,597,6,1215
33,90,Sports,False,False,public,3821180,17375,202,26811487,71100,378,US,2678,9,1293
19,63,Entertainment,False,False,public,16236,114,0,5771280,19000,324,US,13,1,11131
41,99,Sports,False,False,public,4488782,23701,607,26811487,71100,378,US,2679,9,1293
67,916,Sports,False,True,public,6815,54,0,5771280,19000,324,US,25,12,1280
29,17,Sports,False,False,public,231,18,0,18563067,45500,4641,US,2,1,35
66,729,Sports,False,True,public,17559,141,0,5771280,19000,324,US,74,11,645
55,1471,Sports,False,True,public,365278,1471,2,5771280,19000,324,US,1528,11,3519
29,1158,Pets & Animals,False,True,public,28071,131,11,4735453,13500,831,BR,749,1,737
43,1704,29,False,True,public,13085,63,0,38458446,63000,1580,US,259,5,413
53,732,Sports,False,False,public,7525,44,0,5771280,19000,324,US,45,12,1264
59,1677,Comedy,False,True,public,112093,1882,54,161419761,592000,1204,US,479,9,870
59,774,Sports,False,True,public,5057,57,0,5771280,19000,324,US,32,12,314
71,748,Sports,False,True,public,8989,75,0,5771280,19000,324,US,52,12,485
58,938,Sports,False,True,public,3062,27,0,5771280,19000,324,US,38,12,1214
73,390,Pets & Animals,False,True,public,20870,203,2,4735453,13500,831,BR,326,3,229
40,99,People & Blogs,False,True,public,324734,3413,139,2093659,13600,55,US,1509,12,873
33,22,Sports,False,True,public,25288,286,10,341906,1420,37,BR,300,3,931
51,1281,Sports,False,True,public,58940,293,3,5771280,19000,324,US,618,5,926
43,692,Gaming,False,True,public,369340,19711,1839,64951850,509000,82,GB,996,4,1654
44,365,Gaming,False,True,public,53004,1217,177,16962615816,17900000,159692,US,335,2,952
40,476,Gaming,False,True,public,366998,7961,1435,222063833,529000,751,US,1351,5,798
29,1452,Gaming,False,True,public,240067,2693,303,26120657,32900,395,US,665,3,930
16,79,Gaming,False,True,public,843947,6276,1754,16962615816,17900000,159692,US,3392,10,300
29,1313,Gaming,False,True,public,45675,686,83,26120657,32900,395,US,667,3,840
64,549,Gaming,False,True,public,321409,2837,446,1364434842,1510000,9400,DE,3390,10,298
39,393,Gaming,False,True,public,2085559,9522,0,5029703160,15400000,21475,US,3877,6,96
37,485,Gaming,False,True,public,601261,3350,0,5029703160,15400000,21475,US,2656,10,52
36,633,Gaming,False,True,public,349494,3354,0,5029703160,15400000,21475,US,3400,10,79
56,751,Gaming,True,True,public,8518,284,33,313986,3270,239,PL,681,3,609
86,811,Gaming,False,True,public,45009,2006,151,98609696,199000,1301,DE,686,3,858
37,412,Gaming,False,True,public,82591,1058,135,99575030,403000,482,GB,1144,12,767
98,3381,Gaming,False,True,public,243888,5901,904,59218877,137000,775,CH,1384,4,2541
44,1356,Gaming,False,True,public,903256,8788,365,1586583660,2230000,63310,RO,1126,12,759
42,1447,Gaming,False,True,public,320198,2515,244,215142996,285000,928,US,1047,3,651
49,278,Gaming,False,True,public,790998,4171,497,207489373,265000,9331,PL,3224,3,247
27,531,Gaming,False,True,public,140927,3959,589,674995861,1570000,4656,GB,1771,3,617
67,450,Gaming,False,True,public,8205,306,27,16431343,86600,239,DE,1128,12,456
20,333,Gaming,False,True,public,275705,3765,207,1295680829,2370000,5293,RU,3370,10,421
95,550,Gaming,False,True,public,124325,4238,348,98609696,199000,1301,DE,1318,6,630
80,4634,Gaming,False,True,public,43691,684,169,34490021,86100,2275,DE,1119,12,1254
39,391,Autos & Vehicles,True,True,public,254701,4746,85,4208875,82600,17,US,242,5,451
53,2918,Entertainment,False,True,public,114952,2457,184,121036450,413000,1127,DE,127,9,4156
39,1713,Music,False,True,public,9145040,92572,3312,157020339,252000,101,US,1515,11,143
81,1603,Music,True,True,public,33573456,528071,6455,13290746271,34900000,702,IN,1504,12,155
25,694,Education,True,True,public,41186297,569493,8724,992701907,6550000,235,IN,2212,12,407
86,794,Sports,False,True,public,588,8,1,3403404333,2360000,11211,US,1,1,483
23,1222,Music,False,True,public,7203541,59518,1148,157020339,252000,101,US,1591,9,336
35,228,Autos & Vehicles,False,True,public,2268660,24685,402,4242385,24300,29,GB,2860,3,164
41,2979,Music,False,False,public,700847,5109,380,2770388,5370,28,US,2541,2,3570
20,1185,Gaming,False,True,public,56134,2146,53,348749166,1760000,1064,US,1,1,541
24,1884,Music,False,True,public,854529,19991,1227,157020339,252000,101,US,524,8,244
42,0,Entertainment,False,False,public,2075880,153878,1962,105083829,408000,126,GB,152,8,45
50,0,People & Blogs,False,True,public,8415500,668797,2241,8324535009,9310000,2698,US,309,3,47
50,0,Gaming,False,True,public,7819279,428623,5047,2329319427,9730000,3623,US,218,6,44
52,0,People & Blogs,False,True,public,4151874,379385,2155,8324535009,9310000,2698,US,286,4,42
54,248,People & Blogs,False,True,public,1289869,49714,1859,1068478795,1460000,2147,HK,231,6,23
61,0,Entertainment,False,True,public,8212690,318342,3529,5482650388,4600000,428,GE,431,11,11
49,222,People & Blogs,False,True,public,1997454,56117,420,1068478795,1460000,2147,HK,265,5,23
69,560,Howto & Style,False,False,public,8664443,368787,1337,10678037,34400,25,US,535,8,53
68,785,Howto & Style,False,True,public,8665065,52749,1263,12848920,53000,205,AE,983,5,628
21,0,Entertainment,False,True,public,296118,8424,94,6686488169,6930000,1411,US,235,6,18
31,1098,Howto & Style,True,True,public,4872869,98507,4882,223052370,1170000,692,CA,1728,4,846
77,112,Education,False,True,public,7498511,500091,2052,1004166946,1990000,1130,US,368,1,60
76,221,Entertainment,False,True,public,22067382,563253,4236,2167576143,3810000,629,US,444,11,24
40,16,People & Blogs,False,True,public,1592610,31000,519,121588916,118000,1137,IN,515,8,20
41,26,People & Blogs,False,True,public,3944006,235129,1242,1068478795,1460000,2147,HK,215,6,24
46,1127,Howto & Style,False,True,public,1614141,16219,181,68255059,947000,162,US,80,11,1342
60,112,People & Blogs,False,True,public,1384626,45147,167,1068478795,1460000,2147,HK,234,6,25
55,0,Entertainment,False,True,public,4451622,297091,1305,701292146,937000,584,CA,405,12,37
56,76,Entertainment,False,True,public,60018,560,11,425636318,3620000,1180,IN,563,7,140
53,815,Howto & Style,True,True,public,4478354,81697,4475,310473632,2010000,188,US,709,2,1142
40,24,Entertainment,False,True,public,276069,8236,230,6597847,82500,170,US,705,2,32
90,84,Entertainment,False,True,public,348440,19361,254,83594116,184000,220,US,242,5,49
26,1195,Film & Animation,False,True,public,354948,14327,26,154633662,1190000,547,IN,371,1,70
65,0,Howto & Style,False,True,public,61522,1505,34,176654713,189000,185,IN,388,12,37
58,149,Howto & Style,False,True,public,1517634,8648,206,1149522278,2530000,367,KR,921,7,431
58,641,People & Blogs,False,True,public,13089,372,22,1803518,7860,378,US,525,8,1191
22,0,Entertainment,False,True,public,35765891,546465,1617,6686488169,6930000,1411,US,219,6,15
59,396,Gaming,True,True,public,18310302,96282,0,1946183584,5610000,2818,US,1287,7,1427
84,912,Film & Animation,False,True,public,55799330,1427096,2672,623293189,2550000,53,SG,67,11,32
20,2021,People & Blogs,False,True,public,52979643,284617,0,3711568069,7130000,150,US,429,11,1244
57,1606,Entertainment,False,True,public,52345,1796,410,460433833,1610000,1472,US,2,1,1230
52,1911,Entertainment,False,True,public,82747,4587,2323,766769608,2420000,1540,US,1,1,1173
33,761,Gaming,False,True,public,366509,17084,1264,311038674,1130000,1137,US,1,1,1484
34,236,Film & Animation,True,True,public,2556137,154482,1603,296254365,1310000,108,US,365,1,6
50,632,Film & Animation,False,True,public,71216375,2434512,8908,623293189,2550000,53,SG,153,8,60
75,493,Film & Animation,False,False,public,9860086,85240,0,1946183584,5610000,2818,US,837,10,1343
54,462,Film & Animation,False,False,public,5756042,44874,0,1946183584,5610000,2818,US,1048,3,139
51,178,Film & Animation,True,True,public,1686998,120179,850,296254365,1310000,108,US,330,2,7
58,0,Entertainment,False,False,public,3341381,205691,2649,5412709,21400,276,IN,782,12,10
95,836,Education,True,True,public,3603587,40086,0,2221208856,4380000,2433,US,209,6,293
51,236,Gaming,False,True,public,409177,36405,836,257209271,414000,6415,US,10,1,59
53,454,Entertainment,False,True,public,22819500,124103,948,852758325,2410000,134,US,611,5,365
25,97,Comedy,False,True,public,3461774,183868,1922,767149541,3750000,169,US,372,1,23
82,1262,Gaming,False,True,public,13585,1195,168,56658066,200000,3480,ES,1,1,695
64,0,Gaming,False,False,public,415057,32044,529,19642792,23200,302,US,9,1,59
81,0,Gaming,False,True,public,109123,9021,411,1946183584,5610000,2818,US,30,12,24
48,1077,Gaming,False,True,public,35355,3534,270,397284021,1010000,1388,GB,2,1,1021
54,702,Gaming,False,True,public,2168917,13552,937,18380236,55600,78,IN,1720,5,1410
48,1067,Entertainment,False,True,public,1769073,11566,2756,1342936318,2430000,3179,GB,4383,1,1296
14,295,Gaming,False,False,public,2407,136,42,611930,1680,404,US,757,12,34
63,607,Gaming,False,False,public,59157,183,54,1076589,875,50,US,4413,12,598
58,792,Gaming,False,True,public,56990,293,9,3031930,5920,673,BE,570,7,225
99,3269,Gaming,False,True,public,16930,1101,29,40057561,150000,2082,IN,362,1,9774
44,412,Gaming,False,False,public,34450,226,26,71367,422,12,CZ,26,12,666
76,376,Gaming,False,False,public,14156,142,46,115515,903,74,DE,708,2,219
94,840,Gaming,False,True,public,180631,4189,386,97704398,374000,290,IN,296,4,1725
93,1425,Gaming,False,True,public,464085,1276,34,16480214,56100,1441,IN,209,6,504
93,1412,Gaming,False,True,public,3747460,9611,69,16480214,56100,1441,IN,272,4,537
94,2142,Gaming,False,True,public,16247,361,47,22986448,35000,1688,DE,921,7,3074
78,819,Gaming,False,True,public,228997,5762,465,97704398,374000,290,IN,334,2,1550
87,985,Gaming,False,True,public,100999,3060,337,97704398,374000,290,IN,97,10,1640
59,59,Gaming,False,True,public,629922,10905,910,97704398,374000,290,IN,465,10,1567
38,3722,Entertainment,True,True,public,649782,24907,1388,53053690,320000,122,ES,36,12,1480
26,2289,News & Politics,False,True,public,80276,2009,223,124990917,348000,2847,AU,901,8,306
24,1435,Science & Technology,False,False,public,1037632,15096,1436,259393720,678000,759,US,1416,3,125
34,767,Entertainment,True,True,public,75585,1457,133,30167039,140000,307,GB,181,7,857
43,890,Science & Technology,False,False,public,176396,1990,186,259393720,678000,759,US,217,6,107
31,4835,Science & Technology,False,True,public,90414,3000,184,85356905,258000,977,DE,1715,5,830
74,769,Travel & Events,False,True,public,5277515,37390,1606,1023544991,2870000,3051,US,660,4,1973
84,880,Gaming,False,True,public,243,7,0,2456384,43700,4669,QA,2,1,5836
47,1489,Travel & Events,False,False,public,4720131,30938,1349,33368638,80800,308,CH,2883,2,272
46,627,Travel & Events,True,True,public,2132393,30442,1611,866593801,3400000,504,US,796,11,709
35,339,Travel & Events,False,True,public,951724,9650,314,61654407,383000,122,FR,1067,2,182
59,1383,Autos & Vehicles,False,True,public,1703282,15977,3028,213146433,286000,636,GB,416,12,150
48,1376,Gaming,False,True,public,1208974,14822,1149,53541924,234000,130,US,255,5,825
92,137,Travel & Events,False,True,public,73550,4078,132,25364134,141000,712,BR,30,12,1230
